Network,Station,Name,Latitude,Longitude,Elevation,Sensitivity,Site,Vs30
GD,Q8103,GD Q8103 BHZ ,22.490000,111.990000,0.0,70000000000.0,,
GD,H2304,GD H2304 BHZ ,23.750000,112.300000,0.0,70000000000.0,,
XJ,B005B,XJ B005B BHZ ,44.220000,87.560000,0.0,70000000000.0,,
GD,G8205,GD G8205 BHZ ,21.000000,110.040000,0.0,70000000000.0,,
GS,K004A,GS K004A BHZ ,33.850000,106.430000,0.0,70000000000.0,,
XJ,KS001,XJ KS001 BHZ ,42.870000,90.210000,0.0,70000000000.0,,
YN,53YXY,YN 53YXY BHZ ,25.060000,102.670000,0.0,70000000000.0,,
FJ,F1008,FJ F1008 BHZ ,24.660000,117.000000,0.0,70000000000.0,,
YN,SZ003,YN SZ003 BHZ ,23.750000,99.150000,0.0,70000000000.0,,
YN,DXW01,YN DXW01 BHZ ,26.090000,104.140000,0.0,70000000000.0,,
XJ,P0076,XJ P0076 BHZ ,40.030000,75.480000,0.0,70000000000.0,,
HE,F0075,HE F0075 BHZ ,38.760000,115.630000,0.0,70000000000.0,,
YN,C2702,YN C2702 BHZ ,27.660000,105.080000,0.0,70000000000.0,,
GS,GT002,GS GT002 BHZ ,39.740000,99.270000,0.0,70000000000.0,,
YN,N2403,YN N2403 BHZ ,24.570000,98.100000,0.0,70000000000.0,,
SC,ZZSK,SC ZZSK BHZ ,27.950000,102.710000,0.0,70000000000.0,,
SD,A003A,SD A003A BHZ ,36.590000,116.900000,0.0,70000000000.0,,
SX,L0071,SX L0071 BHZ ,35.900000,111.610000,0.0,70000000000.0,,
GS,E0014,GS E0014 BHZ ,34.230000,105.890000,0.0,70000000000.0,,
SD,NL001,SD NL001 BHZ ,37.340000,116.560000,0.0,70000000000.0,,
SC,B0403,SC B0403 BHZ ,31.430000,104.800000,0.0,70000000000.0,,
QH,CQ010,QH CQ010 BHZ ,38.180000,100.240000,0.0,70000000000.0,,
GS,P0018,GS P0018 BHZ ,34.460000,103.090000,0.0,70000000000.0,,
SC,V3419,SC V3419 BHZ ,29.580000,100.690000,0.0,70000000000.0,,
SX,B0078,SX B0078 BHZ ,39.440000,114.320000,0.0,70000000000.0,,
SC,VU003,SC VU003 BHZ ,31.380000,99.110000,0.0,70000000000.0,,
HI,CC002,HI CC002 BHZ ,19.950000,110.120000,0.0,70000000000.0,,
YN,C2515,YN C2515 BHZ ,28.320000,103.880000,0.0,70000000000.0,,
GS,JX002,GS JX002 BHZ ,35.180000,104.470000,0.0,70000000000.0,,
HE,D0070,HE D0070 BHZ ,36.830000,115.250000,0.0,70000000000.0,,
SC,B2713,SC B2713 BHZ ,32.160000,104.470000,0.0,70000000000.0,,
GS,BT203,GS BT203 BHZ ,39.740000,98.250000,0.0,70000000000.0,,
YN,G2507,YN G2507 BHZ ,23.980000,102.500000,0.0,70000000000.0,,
GS,FY201,GS FY201 BHZ ,40.000000,97.510000,0.0,70000000000.0,,
XJ,QJ006,XJ QJ006 BHZ ,39.470000,76.610000,0.0,70000000000.0,,
NX,B0006,NX B0006 BHZ ,38.720000,106.630000,0.0,70000000000.0,,
SX,L0053,SX L0053 BHZ ,36.100000,111.090000,0.0,70000000000.0,,
YN,C2522,YN C2522 BHZ ,27.620000,103.310000,0.0,70000000000.0,,
SC,Q2107,SC Q2107 BHZ ,28.860000,104.060000,0.0,70000000000.0,,
HE,EP001,HE EP001 BHZ ,37.210000,115.040000,0.0,70000000000.0,,
FJ,H9003,FJ H9003 BHZ ,27.090000,118.490000,0.0,70000000000.0,,
SC,B2710,SC B2710 BHZ ,32.260000,104.930000,0.0,70000000000.0,,
SC,MXI,SC MXI BHZ ,31.680000,103.850000,0.0,70000000000.0,,
SD,L000B,SD L000B BHZ ,35.410000,118.670000,0.0,70000000000.0,,
FJ,AM101,FJ AM101 BHZ ,26.200000,118.880000,0.0,70000000000.0,,
GD,P2304,GD P2304 BHZ ,24.370000,114.500000,0.0,70000000000.0,,
SN,E0046,SN E0046 BHZ ,34.850000,109.830000,0.0,70000000000.0,,
GD,J8109,GD J8109 BHZ ,22.170000,112.740000,0.0,70000000000.0,,
SD,P0051,SD P0051 BHZ ,36.030000,115.900000,0.0,70000000000.0,,
XJ,WQAJG,XJ WQAJG BHZ ,39.720000,73.950000,0.0,70000000000.0,,
YN,KMH04,YN KMH04 BHZ ,21.930000,100.160000,0.0,70000000000.0,,
GS,P000C,GS P000C BHZ ,34.080000,101.720000,0.0,70000000000.0,,
GS,AKXAK,GS AKXAK BHZ ,39.770000,93.480000,0.0,70000000000.0,,
GD,A1312,GD A1312 BHZ ,22.650000,113.570000,0.0,70000000000.0,,
JL,H0001,JL H0001 BHZ ,42.880000,129.500000,0.0,70000000000.0,,
BJ,AD003,BJ AD003 BHZ ,39.890000,116.440000,0.0,70000000000.0,,
SC,W2609,SC W2609 BHZ ,26.390000,102.740000,0.0,70000000000.0,,
GD,Q0202,GD Q0202 BHZ ,21.790000,111.890000,0.0,70000000000.0,,
XJ,F0014,XJ F0014 BHZ ,43.480000,80.780000,0.0,70000000000.0,,
HE,A0045,HE A0045 BHZ ,38.040000,114.370000,0.0,70000000000.0,,
XJ,EJ003,XJ EJ003 BHZ ,44.550000,83.590000,0.0,70000000000.0,,
GS,A0001,GS A0001 BHZ ,36.180000,103.590000,0.0,70000000000.0,,
HE,B0032,HE B0032 BHZ ,39.430000,118.450000,0.0,70000000000.0,,
HE,D0030,HE D0030 BHZ ,36.860000,114.940000,0.0,70000000000.0,,
HE,D0075,HE D0075 BHZ ,36.230000,114.980000,0.0,70000000000.0,,
SD,N0048,SD N0048 BHZ ,36.930000,116.490000,0.0,70000000000.0,,
GD,E0405,GD E0405 BHZ ,23.040000,113.100000,0.0,70000000000.0,,
SD,Q0088,SD Q0088 BHZ ,35.300000,118.110000,0.0,70000000000.0,,
HI,C0005,HI C0005 BHZ ,19.720000,110.200000,0.0,70000000000.0,,
SD,G003D,SD G003D BHZ ,36.630000,118.680000,0.0,70000000000.0,,
SD,AZ001,SD AZ001 BHZ ,36.540000,117.000000,0.0,70000000000.0,,
XJ,E0013,XJ E0013 BHZ ,44.930000,82.070000,0.0,70000000000.0,,
SC,Q2106,SC Q2106 BHZ ,29.040000,104.230000,0.0,70000000000.0,,
GS,JNICG,GS JNICG BHZ ,35.530000,105.770000,0.0,70000000000.0,,
YN,EDY03,YN EDY03 BHZ ,25.880000,101.090000,0.0,70000000000.0,,
YN,E0110,YN E0110 BHZ ,24.660000,101.090000,0.0,70000000000.0,,
GS,P0017,GS P0017 BHZ ,34.490000,103.770000,0.0,70000000000.0,,
YN,KM001,YN KM001 BHZ ,22.000000,100.630000,0.0,70000000000.0,,
GD,P2517,GD P2517 BHZ ,23.850000,114.900000,0.0,70000000000.0,,
GS,N003C,GS N003C BHZ ,35.530000,103.130000,0.0,70000000000.0,,
YN,C2716,YN C2716 BHZ ,27.340000,104.850000,0.0,70000000000.0,,
SC,V2671,SC V2671 BHZ ,30.860000,101.110000,0.0,70000000000.0,,
XJ,HCXSE,XJ HCXSE BHZ ,44.320000,81.020000,0.0,70000000000.0,,
HE,E0028,HE E0028 BHZ ,37.080000,114.870000,0.0,70000000000.0,,
SD,P000A,SD P000A BHZ ,36.510000,116.040000,0.0,70000000000.0,,
GS,K0094,GS K0094 BHZ ,34.240000,105.230000,0.0,70000000000.0,,
GX,CL001,GX CL001 BHZ ,25.240000,110.210000,0.0,70000000000.0,,
SC,W3406,SC W3406 BHZ ,28.700000,102.530000,0.0,70000000000.0,,
AH,N0008,AH N0008 BHZ ,31.410000,116.340000,0.0,70000000000.0,,
GS,J002E,GS J002E BHZ ,35.090000,104.460000,0.0,70000000000.0,,
SC,V0107,SC V0107 BHZ ,30.180000,102.220000,0.0,70000000000.0,,
SD,Q0067,SD Q0067 BHZ ,35.670000,118.190000,0.0,70000000000.0,,
HA,G0004,HA G0004 BHZ ,35.280000,114.850000,0.0,70000000000.0,,
YN,S2106,YN S2106 BHZ ,24.680000,100.030000,0.0,70000000000.0,,
QH,A0014,QH A0014 BHZ ,37.030000,101.740000,0.0,70000000000.0,,
GD,YND,GD YND BHZ ,24.130000,113.360000,0.0,70000000000.0,,
XJ,Q0028,XJ Q0028 BHZ ,39.380000,76.480000,0.0,70000000000.0,,
YN,DXW02,YN DXW02 BHZ ,26.110000,103.800000,0.0,70000000000.0,,
HE,FJ001,HE FJ001 BHZ ,39.390000,115.720000,0.0,70000000000.0,,
GS,N003F,GS N003F BHZ ,35.560000,103.030000,0.0,70000000000.0,,
GD,Q0205,GD Q0205 BHZ ,21.730000,111.930000,0.0,70000000000.0,,
SC,H1104,SC H1104 BHZ ,32.340000,105.710000,0.0,70000000000.0,,
XJ,B0019,XJ B0019 BHZ ,44.100000,88.600000,0.0,70000000000.0,,
XZ,BM001,XZ BM001 BHZ ,29.650000,98.600000,0.0,70000000000.0,,
QH,D0044,QH D0044 BHZ ,34.440000,102.010000,0.0,70000000000.0,,
XJ,GAZ,XJ GAZ BHZ ,43.530000,88.580000,0.0,70000000000.0,,
GS,HG011,GS HG011 BHZ ,37.580000,103.590000,0.0,70000000000.0,,
GD,J8312,GD J8312 BHZ ,22.550000,112.440000,0.0,70000000000.0,,
SC,HL001,SC HL001 BHZ ,32.530000,105.630000,0.0,70000000000.0,,
QH,CQ013,QH CQ013 BHZ ,37.970000,100.930000,0.0,70000000000.0,,
YN,CL001,YN CL001 BHZ ,27.220000,103.600000,0.0,70000000000.0,,
SD,R0041,SD R0041 BHZ ,35.280000,116.190000,0.0,70000000000.0,,
SC,Q2804,SC Q2804 BHZ ,28.400000,105.280000,0.0,70000000000.0,,
GD,SH001,GD SH001 BHZ ,22.990000,113.610000,0.0,70000000000.0,,
GD,T0008,GD T0008 BHZ ,22.630000,113.500000,0.0,70000000000.0,,
SC,A8305,SC A8305 BHZ ,30.390000,103.160000,0.0,70000000000.0,,
SC,Q2302,SC Q2302 BHZ ,28.600000,105.100000,0.0,70000000000.0,,
YN,P2415,YN P2415 BHZ ,27.280000,100.840000,0.0,70000000000.0,,
YN,CY009,YN CY009 BHZ ,27.940000,103.670000,0.0,70000000000.0,,
YN,C2505,YN C2505 BHZ ,27.760000,103.500000,0.0,70000000000.0,,
GD,L0307,GD L0307 BHZ ,22.960000,114.570000,0.0,70000000000.0,,
NX,A0018,NX A0018 BHZ ,38.030000,106.300000,0.0,70000000000.0,,
XJ,G0007,XJ G0007 BHZ ,44.910000,85.270000,0.0,70000000000.0,,
GD,Q0403,GD Q0403 BHZ ,21.850000,112.110000,0.0,70000000000.0,,
SC,X2302,SC X2302 BHZ ,30.060000,106.770000,0.0,70000000000.0,,
XJ,B0003,XJ B0003 BHZ ,44.100000,87.360000,0.0,70000000000.0,,
YN,F2302,YN F2302 BHZ ,24.180000,102.750000,0.0,70000000000.0,,
QH,EN017,QH EN017 BHZ ,35.810000,101.110000,0.0,70000000000.0,,
QH,B0042,QH B0042 BHZ ,36.660000,101.890000,0.0,70000000000.0,,
HA,E0003,HA E0003 BHZ ,35.360000,114.430000,0.0,70000000000.0,,
HE,F0093,HE F0093 BHZ ,38.770000,114.790000,0.0,70000000000.0,,
YN,G2903,YN G2903 BHZ ,23.170000,102.300000,0.0,70000000000.0,,
YN,C2326,YN C2326 BHZ ,28.180000,104.330000,0.0,70000000000.0,,
SD,E000E,SD E000E BHZ ,37.530000,118.840000,0.0,70000000000.0,,
FJ,J0007,FJ J0007 BHZ ,26.800000,119.380000,0.0,70000000000.0,,
SC,V3406,SC V3406 BHZ ,30.040000,100.120000,0.0,70000000000.0,,
SC,HJ002,SC HJ002 BHZ ,32.040000,105.470000,0.0,70000000000.0,,
SD,N0028,SD N0028 BHZ ,36.550000,116.470000,0.0,70000000000.0,,
SD,G0051,SD G0051 BHZ ,37.010000,118.790000,0.0,70000000000.0,,
XJ,BCXXH,XJ BCXXH BHZ ,39.730000,79.670000,0.0,70000000000.0,,
XJ,F0025,XJ F0025 BHZ ,44.390000,80.640000,0.0,70000000000.0,,
SC,51SFS,SC 51SFS BHZ ,31.400000,104.230000,0.0,70000000000.0,,
SX,L0120,SX L0120 BHZ ,35.760000,111.460000,0.0,70000000000.0,,
GD,S0001,GD S0001 BHZ ,22.940000,114.040000,0.0,70000000000.0,,
QH,BLG,QH BLG BHZ ,37.630000,96.640000,0.0,70000000000.0,,
SD,AP001,SD AP001 BHZ ,36.290000,116.460000,0.0,70000000000.0,,
GD,JT004,GD JT004 BHZ ,21.640000,112.580000,0.0,70000000000.0,,
XZ,D0003,XZ D0003 BHZ ,30.070000,86.940000,0.0,70000000000.0,,
SD,C002C,SD C002C BHZ ,36.830000,118.070000,0.0,70000000000.0,,
XJ,Q000F,XJ Q000F BHZ ,39.720000,78.410000,0.0,70000000000.0,,
QH,HUYBH,QH HUYBH BHZ ,36.660000,101.190000,0.0,70000000000.0,,
HE,EL001,HE EL001 BHZ ,37.510000,114.690000,0.0,70000000000.0,,
FJ,E6902,FJ E6902 BHZ ,24.320000,118.000000,0.0,70000000000.0,,
HE,RB001,HE RB001 BHZ ,39.540000,116.700000,0.0,70000000000.0,,
YN,C2128,YN C2128 BHZ ,27.110000,103.480000,0.0,70000000000.0,,
HI,F0003,HI F0003 BHZ ,19.510000,108.950000,0.0,70000000000.0,,
GD,PD001,GD PD001 BHZ ,23.830000,115.230000,0.0,70000000000.0,,
NX,C0008,NX C0008 BHZ ,37.470000,106.130000,0.0,70000000000.0,,
FJ,E6904,FJ E6904 BHZ ,24.410000,118.040000,0.0,70000000000.0,,
FJ,J1004,FJ J1004 BHZ ,26.700000,120.340000,0.0,70000000000.0,,
SC,KD001,SC KD001 BHZ ,29.620000,105.120000,0.0,70000000000.0,,
XZ,F0001,XZ F0001 BHZ ,30.770000,81.610000,0.0,70000000000.0,,
GD,A1407,GD A1407 BHZ ,23.380000,113.180000,0.0,70000000000.0,,
CQ,D0001,CQ D0001 BHZ ,29.720000,106.610000,0.0,70000000000.0,,
GD,X0602,GD X0602 BHZ ,22.870000,113.220000,0.0,70000000000.0,,
FJ,E6906,FJ E6906 BHZ ,24.380000,117.880000,0.0,70000000000.0,,
SC,V0110,SC V0110 BHZ ,30.090000,101.960000,0.0,70000000000.0,,
YN,G2406,YN G2406 BHZ ,23.730000,102.820000,0.0,70000000000.0,,
QH,F0009,QH F0009 BHZ ,33.320000,100.550000,0.0,70000000000.0,,
GD,K0407,GD K0407 BHZ ,21.610000,111.340000,0.0,70000000000.0,,
SC,V2502,SC V2502 BHZ ,29.720000,101.070000,0.0,70000000000.0,,
XZ,PLA,XZ PLA BHZ ,30.190000,81.270000,0.0,70000000000.0,,
HE,R0039,HE R0039 BHZ ,39.170000,116.540000,0.0,70000000000.0,,
FJ,C5505,FJ C5505 BHZ ,25.250000,118.190000,0.0,70000000000.0,,
GD,Y0506,GD Y0506 BHZ ,22.850000,112.960000,0.0,70000000000.0,,
FJ,EZ101,FJ EZ101 BHZ ,23.700000,117.190000,0.0,70000000000.0,,
SD,D0022,SD D0022 BHZ ,34.680000,117.400000,0.0,70000000000.0,,
YN,M2402,YN M2402 BHZ ,25.000000,99.840000,0.0,70000000000.0,,
GS,AH001,GS AH001 BHZ ,36.270000,103.020000,0.0,70000000000.0,,
BJ,TT003,BJ TT003 BHZ ,39.710000,116.790000,0.0,70000000000.0,,
SC,SPSBZ,SC SPSBZ BHZ ,32.610000,103.070000,0.0,70000000000.0,,
